sexe;id_client;formation;usage_vehicule;type_vehicule;est_rouge;type_conduite;etat_dossier;formule;Année_naissance;Présence_enft_cond_accomp;Présence_enfants;Cat_revenus;Cat_valeur_res_princ;Cat_points_perdus;Cat_age_veh;Année date_demande;Cat_Tarif_devis
M;EE6CC26D-C85A;Masters;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;2004;non;non;60-80k€;_0;_0;;2022;250_500
F;2B6E9C17-4189;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1963;non;non;sup 100k€;_0;_0;10_15;2022;250_500
F;F59E9D4B-BDD2;z_High School;Private;Pickup;no;z_Highly Rural/ Rural;complet;dev_premium;1948;non;non;20-40k€;100-200K€;_0;5_10;2022;500_750
F;A06775FD-2D5A;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2017;non;non;sup 100k€;sup 400K€;_0;5_10;2022;250_500
F;E40C4E45-542B;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1965;non;oui;20-40k€;100-200K€;_0;0_5;2022;250_500
F;34E10E4C-8025;Bachelors;Commercial;Van;no;Highly Urban/ Urban;complet;dev_express;1937;non;non;sup 100k€;_0;0_3;10_15;2022;250_500
F;361DF327-E318;<High School;Private;Pickup;yes;z_Highly Rural/ Rural;complet;dev_integral;1970;non;non;40-60k€;_0;0_3;0_5;2022;250_500
M;F68E273C-DA38;z_High School;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1971;non;non;0-20k€;_0;_0;5_10;2022;250_500
F;240712A5-4ADB;PhD;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_premium;1978;non;non;sup 100k€;_0;0_3;5_10;2022;250_500
F;404DFD20-9FCB;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1971;non;non;sup 100k€;_0;_0;10_15;2022;250_500
F;8AA33F0A-5B10;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1964;non;non;60-80k€;200-400K€;_0;0_5;2022;250_500
M;821F0028-9C0A;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1961;non;oui;0-20k€;_0;0_3;0_5;2022;250_500
F;3E05D201-9C6C;Bachelors;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2005;non;non;0-20k€;;0_3;sup 15;2022;250_500
M;07D276B0-3AE5;z_High School;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_premium;1966;non;non;20-40k€;100-200K€;_0;5_10;2022;250_500
M;1319168A-E276;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1967;non;non;60-80k€;200-400K€;_0;sup 15;2022;250_500
M;2A51AB45-5A72;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1968;non;oui;sup 100k€;200-400K€;_0;5_10;2022;250_500
F;7E7A4FA9-024E;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1962;non;oui;60-80k€;200-400K€;6_9;0_5;2022;250_500
F;388C32C5-D6C5;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1989;non;non;sup 100k€;200-400K€;_0;10_15;2022;250_500
M;430A6605-C2E6;PhD;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1994;non;non;;_0;_0;sup 15;2022;250_500
F;9E79586C-2932;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1940;non;non;sup 100k€;200-400K€;3_6;5_10;2022;500_750
M;E935540E-0673;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1954;non;non;40-60k€;_0;_0;;2022;250_500
F;C7117708-CCBA;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1955;non;non;20-40k€;200-400K€;0_3;5_10;2022;250_500
M;E69E1B15-EE56;<High School;Commercial;Minivan;no;z_Highly Rural/ Rural;complet;dev_integral;2019;oui;oui;0-20k€;_0;_0;0_5;2022;250_500
M;5CFAD9ED-496E;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;2007;non;non;sup 100k€;200-400K€;0_3;;2022;250_500
F;03F3BC0A-90F8;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1943;non;non;20-40k€;;3_6;5_10;2022;250_500
F;9AC50727-2825;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;1964;non;non;20-40k€;100-200K€;_0;0_5;2022;250_500
M;86822B1A-0C3C;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1991;non;non;;200-400K€;_0;0_5;2022;250_500
F;E52E3D55-4441;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1963;oui;oui;40-60k€;100-200K€;6_9;5_10;2022;250_500
M;7AE6BBEB-F561;Bachelors;Commercial;Pickup;no;z_Highly Rural/ Rural;complet;dev_integral;1939;non;oui;80-100k€;200-400K€;_0;0_5;2022;250_500
M;40FAB582-5649;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1941;non;oui;40-60k€;100-200K€;_0;;2022;250_500
F;566590F1-ECE0;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1946;non;non;20-40k€;100-200K€;_0;5_10;2022;250_500
M;C1A37F64-8DF7;z_High School;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1969;non;oui;20-40k€;100-200K€;3_6;0_5;2022;250_500
M;09045F31-52BE;z_High School;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_express;1971;oui;oui;40-60k€;_0;0_3;5_10;2022;250_500
M;7B81C759-C99C;z_High School;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_express;1934;non;non;;200-400K€;0_3;0_5;2022;250_500
M;A2AF6A4E-DEEE;Bachelors;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_premium;1952;non;oui;40-60k€;100-200K€;0_3;10_15;2022;250_500
M;690EC0F8-2E70;Bachelors;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;1977;non;oui;;200-400K€;0_3;5_10;2022;250_500
F;C35D2C34-1974;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1965;non;non;40-60k€;200-400K€;0_3;0_5;2022;250_500
F;42DE3934-82A2;Bachelors;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_express;1957;non;oui;;200-400K€;0_3;;2022;250_500
F;CD17C97E-8D3C;z_High School;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_integral;1987;non;oui;0-20k€;_0;0_3;5_10;2022;250_500
F;E700C4DE-8361;<High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;1974;non;non;20-40k€;_0;0_3;0_5;2022;250_500
M;82C12DB9-F668;Masters;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2018;non;non;sup 100k€;sup 400K€;0_3;10_15;2022;250_500
F;4E7A4984-01CA;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;2019;oui;oui;80-100k€;_0;6_9;sup 15;2022;250_500
M;43359B2D-1353;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1935;non;non;60-80k€;_0;0_3;10_15;2022;250_500
M;B874BAEC-EECD;Masters;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1937;non;non;20-40k€;100-200K€;_0;sup 15;2022;250_500
F;E1805FE0-0E22;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1967;non;non;60-80k€;200-400K€;_0;0_5;2022;250_500
F;77BD6E26-7871;Masters;Commercial;Panel Truck;yes;z_Highly Rural/ Rural;complet;dev_integral;1940;oui;oui;60-80k€;200-400K€;_0;10_15;2022;250_500
M;B06DEDD4-C06B;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1965;non;non;20-40k€;100-200K€;0_3;5_10;2022;250_500
M;7D753789-F144;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1996;non;non;20-40k€;100-200K€;0_3;5_10;2022;250_500
F;737EF67A-1121;PhD;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1955;non;non;60-80k€;200-400K€;_0;5_10;2022;250_500
M;2D0294CA-755C;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1951;non;non;sup 100k€;sup 400K€;0_3;10_15;2022;250_500
F;518805FC-FAEB;z_High School;Private;Pickup;yes;z_Highly Rural/ Rural;complet;dev_premium;1994;non;oui;40-60k€;100-200K€;0_3;10_15;2022;250_500
M;94AE6B24-51AA;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1986;non;non;60-80k€;200-400K€;_0;sup 15;2022;250_500
M;EE1434B9-53BD;PhD;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1952;non;non;;sup 400K€;_0;sup 15;2022;250_500
M;F21BD38F-CF8B;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1938;non;non;20-40k€;100-200K€;3_6;5_10;2022;250_500
M;6A1A4A4A-74CC;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1978;non;non;40-60k€;_0;_0;0_5;2022;250_500
M;B03FFAC5-67C9;Bachelors;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1932;oui;oui;40-60k€;100-200K€;0_3;5_10;2022;250_500
M;AB3BC39B-6932;z_High School;Private;Minivan;no;z_Highly Rural/ Rural;complet;dev_express;2008;non;non;;_0;_0;0_5;2022;250_500
M;1991E5CE-890F;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;2019;non;oui;60-80k€;200-400K€;_0;;2022;250_500
F;2D64D1C5-6519;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1958;non;non;0-20k€;100-200K€;_0;;2022;250_500
M;FDF15FC3-BE72;<High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1934;non;non;0-20k€;;3_6;0_5;2022;250_500
M;A0C02273-B033;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;2022;non;non;40-60k€;_0;_0;sup 15;2022;250_500
M;C7F4405C-AEF0;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;2006;non;non;0-20k€;_0;_0;5_10;2022;250_500
M;6BCA0E6B-B9ED;Masters;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_integral;1989;non;non;40-60k€;_0;0_3;sup 15;2022;250_500
M;D028FA67-7FC9;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1972;non;oui;20-40k€;_0;0_3;5_10;2022;250_500
F;CA758D7E-1D2E;<High School;Private;Van;no;Highly Urban/ Urban;complet;dev_integral;2000;non;oui;0-20k€;100-200K€;_0;0_5;2022;250_500
M;6281483B-EB61;PhD;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1998;oui;oui;80-100k€;200-400K€;3_6;sup 15;2022;250_500
F;D9F8E75E-B275;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1967;non;non;0-20k€;0-100K€;_0;5_10;2022;250_500
M;B1F6133D-6B28;<High School;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2010;oui;oui;0-20k€;100-200K€;0_3;5_10;2022;250_500
F;EDAF7FEF-C753;PhD;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1938;non;non;sup 100k€;sup 400K€;_0;10_15;2022;250_500
M;7DAC4F2F-BBA2;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1993;non;non;60-80k€;200-400K€;3_6;10_15;2022;250_500
F;E001A654-9941;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1962;non;non;sup 100k€;sup 400K€;_0;10_15;2022;250_500
F;1D16A115-A23C;Masters;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_premium;2002;non;oui;80-100k€;200-400K€;_0;sup 15;2022;500_750
F;DA8844F4-9543;Bachelors;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1957;non;non;0-20k€;_0;0_3;5_10;2022;250_500
F;A7A166C9-2D7C;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1951;non;non;60-80k€;_0;3_6;10_15;2022;250_500
F;4E4ECA58-674D;Bachelors;Private;Pickup;yes;z_Highly Rural/ Rural;complet;dev_express;2016;non;non;0-20k€;100-200K€;_0;sup 15;2022;250_500
M;DEDE85E9-E97B;Bachelors;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_integral;1939;non;oui;60-80k€;200-400K€;3_6;5_10;2022;250_500
F;95BB2261-C2B1;Masters;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1960;non;non;60-80k€;_0;_0;10_15;2022;250_500
M;9D362678-ACCA;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_express;2007;non;non;0-20k€;_0;0_3;5_10;2022;250_500
M;C99005EB-9349;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1967;non;non;0-20k€;100-200K€;0_3;0_5;2022;250_500
M;40537C99-E09B;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1978;non;non;80-100k€;200-400K€;6_9;0_5;2022;250_500
M;83ED4303-D33C;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;1969;non;oui;20-40k€;_0;0_3;0_5;2022;250_500
M;F5F5FFB1-3BF8;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1974;non;oui;0-20k€;0-100K€;_0;5_10;2022;250_500
M;702F89CB-57CD;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_express;1969;non;oui;60-80k€;200-400K€;0_3;10_15;2022;250_500
M;C729AC50-084A;z_High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1935;non;non;0-20k€;_0;_0;5_10;2022;250_500
F;85903AA9-F7FC;Bachelors;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1986;non;non;80-100k€;200-400K€;_0;;2022;250_500
M;AC930D39-5122;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1936;non;non;0-20k€;0-100K€;0_3;0_5;2022;250_500
M;20F65040-845B;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1932;oui;oui;60-80k€;200-400K€;0_3;0_5;2022;250_500
M;E3043B0A-FF60;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_premium;1936;non;oui;;0-100K€;_0;5_10;2022;250_500
M;F94FF433-BA83;<High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1961;non;non;0-20k€;_0;3_6;0_5;2022;250_500
M;9431D6F0-1350;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;1987;oui;oui;;0-100K€;_0;0_5;2022;250_500
F;C20933EB-859E;<High School;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_express;1945;non;non;20-40k€;100-200K€;_0;0_5;2022;250_500
F;B7FA1D9D-766B;Bachelors;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_integral;1974;non;non;sup 100k€;200-400K€;3_6;5_10;2022;250_500
M;E8AC39C5-BD09;Masters;Private;Van;yes;Highly Urban/ Urban;complet;dev_express;2018;non;non;sup 100k€;_0;3_6;;2022;250_500
M;8A4968AF-194C;Masters;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2020;non;oui;80-100k€;200-400K€;_0;10_15;2022;250_500
F;5617D06F-72F9;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1941;non;non;40-60k€;_0;_0;5_10;2022;250_500
M;AA7DE92F-B720;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1938;non;non;40-60k€;100-200K€;0_3;sup 15;2022;250_500
M;82F9BE18-7C62;<High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1982;non;non;0-20k€;_0;0_3;5_10;2022;250_500
M;F3A345C6-CF0A;PhD;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1935;non;non;sup 100k€;sup 400K€;0_3;10_15;2022;250_500
M;01EE8BD9-2402;Masters;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_premium;1960;non;non;0-20k€;;0_3;sup 15;2022;250_500
F;F49B7E71-33E9;Bachelors;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1993;non;oui;80-100k€;_0;6_9;5_10;2022;250_500
M;1B6CFEA6-7386;<High School;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_premium;1966;oui;oui;;100-200K€;0_3;0_5;2022;250_500
M;50E82DB3-30D1;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_express;1965;oui;oui;60-80k€;200-400K€;0_3;10_15;2022;250_500
F;CF9CB422-409F;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1963;oui;oui;0-20k€;0-100K€;_0;10_15;2022;250_500
M;63000F0D-23A0;PhD;Commercial;Panel Truck;yes;Highly Urban/ Urban;complet;dev_express;1959;non;non;sup 100k€;sup 400K€;_0;5_10;2022;250_500
F;22222B7B-8286;Bachelors;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;2013;non;non;60-80k€;200-400K€;0_3;0_5;2022;250_500
M;48063032-D357;Bachelors;Private;Sports Car;no;z_Highly Rural/ Rural;complet;dev_premium;1992;non;non;;100-200K€;_0;5_10;2022;250_500
F;5DD1086C-0C29;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1966;non;oui;60-80k€;200-400K€;0_3;10_15;2022;250_500
M;F7974DC9-DC24;Masters;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_premium;1970;non;non;60-80k€;200-400K€;_0;10_15;2022;250_500
M;70652440-A2B8;z_High School;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1954;non;non;60-80k€;_0;0_3;5_10;2022;250_500
F;219C9191-0227;z_High School;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_express;2019;non;oui;20-40k€;_0;_0;5_10;2022;250_500
M;BA8F140D-0148;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1959;non;non;80-100k€;200-400K€;_0;5_10;2022;250_500
M;B14C3AD9-25BB;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2000;non;oui;sup 100k€;_0;_0;sup 15;2022;250_500
F;7CB38CAF-3333;PhD;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_premium;1987;non;non;80-100k€;200-400K€;_0;10_15;2022;250_500
M;5FBF13D6-6378;z_High School;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_premium;2017;non;non;20-40k€;100-200K€;_0;5_10;2022;250_500
M;96308A1B-0832;PhD;Private;Van;yes;Highly Urban/ Urban;complet;dev_integral;2008;non;non;sup 100k€;sup 400K€;_0;sup 15;2022;250_500
F;9FDAB11E-2466;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;1951;non;non;sup 100k€;_0;3_6;sup 15;2022;250_500
F;6E55A200-EAE4;Masters;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;2010;non;non;80-100k€;_0;0_3;10_15;2022;250_500
M;55B5E866-EDA1;Masters;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1968;oui;oui;20-40k€;_0;_0;10_15;2022;250_500
F;7F9D1E3C-57C0;Bachelors;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;2017;non;non;40-60k€;;0_3;;2022;250_500
F;20E5DFF4-C3FF;z_High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_express;1994;non;non;80-100k€;_0;0_3;;2022;250_500
M;0461E049-9868;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1954;non;oui;;200-400K€;0_3;0_5;2022;250_500
F;39240510-35E8;Masters;Commercial;Panel Truck;yes;z_Highly Rural/ Rural;complet;dev_express;2005;non;non;sup 100k€;_0;_0;sup 15;2022;250_500
M;01B888E5-3696;PhD;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_express;2005;non;non;80-100k€;_0;0_3;10_15;2022;250_500
M;F797AB88-BFC8;Bachelors;Private;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2003;non;non;sup 100k€;200-400K€;_0;5_10;2022;250_500
M;150D37C2-EEE1;Bachelors;Commercial;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;2004;non;non;40-60k€;100-200K€;0_3;10_15;2022;250_500
M;D2EC8B28-9F94;Masters;Private;Van;no;Highly Urban/ Urban;complet;dev_integral;2005;non;non;40-60k€;100-200K€;_0;sup 15;2022;250_500
M;E6C962E3-3095;z_High School;Private;Pickup;no;z_Highly Rural/ Rural;complet;dev_premium;2008;non;non;20-40k€;100-200K€;0_3;0_5;2022;500_750
F;B36CBB88-5F7E;z_High School;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1960;non;non;sup 100k€;200-400K€;0_3;10_15;2022;250_500
M;415E5E52-E159;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;2012;non;non;sup 100k€;sup 400K€;_0;10_15;2022;250_500
M;A70A981B-EFFE;Bachelors;Commercial;Minivan;yes;Highly Urban/ Urban;complet;dev_premium;1985;non;non;80-100k€;200-400K€;_0;5_10;2022;250_500
M;F2566701-09AE;<High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1977;non;non;40-60k€;200-400K€;3_6;0_5;2022;250_500
M;F0DCAD90-7DF3;Masters;Private;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;2004;non;non;40-60k€;;_0;5_10;2022;250_500
M;5B224C11-93F2;Masters;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2020;non;non;sup 100k€;200-400K€;0_3;10_15;2022;250_500
F;45DD8487-ABAD;Bachelors;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1931;non;non;40-60k€;200-400K€;0_3;5_10;2022;250_500
F;0D25AF3D-58A7;Bachelors;Commercial;Van;no;Highly Urban/ Urban;complet;dev_express;2007;non;oui;80-100k€;200-400K€;0_3;5_10;2022;250_500
F;9A03C649-FADE;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;2003;oui;oui;60-80k€;;3_6;5_10;2022;250_500
F;15D12099-1A9C;Bachelors;Commercial;Panel Truck;no;z_Highly Rural/ Rural;complet;dev_integral;1997;non;non;80-100k€;200-400K€;_0;;2022;250_500
F;D6E2A28E-B5C0;<High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1957;non;non;20-40k€;_0;_0;0_5;2022;250_500
F;32287597-84E0;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_express;1950;non;oui;60-80k€;100-200K€;0_3;0_5;2022;250_500
F;C942FC8C-BD46;z_High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_premium;1940;non;non;20-40k€;100-200K€;0_3;0_5;2022;250_500
M;3777939A-92AA;<High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_premium;1956;oui;oui;0-20k€;;3_6;0_5;2022;250_500
F;18FA6364-9496;<High School;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2008;non;non;0-20k€;0-100K€;_0;5_10;2022;250_500
F;1F0B553E-A0AB;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1993;non;non;20-40k€;100-200K€;_0;0_5;2022;250_500
M;F28B37B2-8EF1;<High School;Private;Minivan;yes;z_Highly Rural/ Rural;complet;dev_integral;1967;oui;oui;0-20k€;0-100K€;0_3;5_10;2022;250_500
F;795EA554-ED17;Masters;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1976;non;non;sup 100k€;_0;3_6;sup 15;2022;250_500
F;1928862F-BD38;Bachelors;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;2004;non;non;60-80k€;200-400K€;_0;0_5;2022;250_500
M;D26F775E-1125;PhD;Private;Minivan;no;Highly Urban/ Urban;complet;dev_express;1951;non;oui;sup 100k€;200-400K€;_0;sup 15;2022;250_500
M;85196640-FB18;Bachelors;Commercial;Minivan;no;z_Highly Rural/ Rural;complet;dev_integral;1966;non;non;80-100k€;200-400K€;0_3;5_10;2022;250_500
M;BCD2C088-0183;Masters;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_integral;1996;non;non;sup 100k€;sup 400K€;_0;sup 15;2022;250_500
F;018049E4-0B4A;PhD;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1994;non;oui;80-100k€;200-400K€;_0;;2022;250_500
M;A53059C2-5614;z_High School;Commercial;z_SUV;no;z_Highly Rural/ Rural;complet;dev_premium;1960;non;non;20-40k€;_0;0_3;5_10;2022;250_500
F;1E9C2FF4-B4A6;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1964;non;non;40-60k€;100-200K€;_0;0_5;2022;250_500
M;2664CAB6-7002;z_High School;Commercial;Minivan;no;Highly Urban/ Urban;complet;dev_integral;1956;non;oui;40-60k€;100-200K€;3_6;0_5;2022;250_500
F;FA4ACB38-C400;Masters;Commercial;Panel Truck;no;Highly Urban/ Urban;complet;dev_vip;1982;oui;oui;sup 100k€;sup 400K€;_0;sup 15;2022;sup 750
M;BAE6ABBC-19C3;z_High School;Commercial;z_SUV;no;Highly Urban/ Urban;complet;dev_integral;1968;non;oui;40-60k€;200-400K€;_0;0_5;2022;250_500
F;140A89B6-0628;Bachelors;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1947;non;non;20-40k€;100-200K€;_0;0_5;2022;250_500
M;A0963758-0E2D;<High School;Commercial;Van;yes;Highly Urban/ Urban;complet;dev_integral;1969;oui;oui;20-40k€;100-200K€;0_3;0_5;2022;250_500
F;1901CE71-3074;z_High School;Private;z_SUV;no;z_Highly Rural/ Rural;complet;dev_integral;1953;oui;oui;;100-200K€;0_3;5_10;2022;250_500
F;4B0ECCE9-B87B;PhD;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;1951;non;non;sup 100k€;_0;0_3;10_15;2022;250_500
F;B3DA7556-B8DD;<High School;Commercial;Pickup;no;Highly Urban/ Urban;complet;dev_premium;1945;non;non;20-40k€;;0_3;0_5;2022;250_500
F;DAF0A101-8427;Bachelors;Commercial;Pickup;yes;z_Highly Rural/ Rural;complet;dev_integral;1997;non;non;20-40k€;100-200K€;3_6;10_15;2022;250_500
M;2155225D-3F92;Masters;Private;Van;no;z_Highly Rural/ Rural;complet;dev_vip;1949;non;non;0-20k€;0-100K€;0_3;sup 15;2022;sup 750
M;5E9EC4FE-2B10;Bachelors;Private;Minivan;no;Highly Urban/ Urban;complet;dev_premium;1971;non;oui;60-80k€;_0;3_6;sup 15;2022;500_750
M;A44C0BF6-F386;z_High School;Private;Sports Car;no;Highly Urban/ Urban;complet;dev_integral;1979;non;non;20-40k€;100-200K€;_0;5_10;2022;250_500
M;BB1E5FF5-D881;Masters;Commercial;Pickup;yes;Highly Urban/ Urban;complet;dev_integral;1980;oui;oui;sup 100k€;200-400K€;3_6;sup 15;2022;250_500
M;CE9078EF-9F79;z_High School;Private;z_SUV;no;Highly Urban/ Urban;complet;dev_premium;1947;oui;oui;0-20k€;0-100K€;_0;0_5;2022;500_750
M;F1796391-B719;Bachelors;Private;Minivan;yes;Highly Urban/ Urban;complet;dev_integral;2017;non;non;60-80k€;_0;_0;10_15;2022;250_500
